50.14,-5.2
50.3,-5.04
50.46,-4.88
50.46,-4.72
50.46,-4.56
50.46,-4.4
50.46,-4.08
50.46,-3.92
50.46,-3.76
50.46,-3.6
50.62,-4.56
50.62,-4.4
50.62,-4.24
50.62,-4.08
50.62,-3.92
50.62,-3.76
50.62,-3.6
50.78,-4.4
50.78,-4.24
50.78,-4.08
50.78,-3.92
50.78,-3.76
50.78,-3.6
50.78,-3.44
50.78,-3.28
50.78,-2.64
50.78,-2.48
50.78,-2.32
50.78,-2.16
50.94,-4.4
50.94,-4.24
50.94,-4.08
50.94,-3.92
50.94,-3.76
50.94,-3.6
50.94,-3.44
50.94,-3.28
50.94,-3.12
50.94,-2.96
50.94,-2.8
50.94,-2.64
50.94,-2.48
50.94,-2.32
50.94,-2.16
50.94,-2.0
50.94,-1.84
50.94,-1.68
50.94,-1.52
50.94,-1.2
50.94,-1.04
50.94,-0.88
50.94,-0.72
50.94,-0.56
50.94,-0.4
50.94,-0.24
50.94,-0.08
50.94,0.08
50.94,0.24
50.94,0.4
50.94,0.56
51.1,-4.08
51.1,-3.92
51.1,-3.76
51.1,-3.6
51.1,-3.44
51.1,-3.28
51.1,-3.12
51.1,-2.96
51.1,-2.8
51.1,-2.64
51.1,-2.48
51.1,-2.32
51.1,-2.16
51.1,-2.0
51.1,-1.84
51.1,-1.68
51.1,-1.52
51.1,-1.36
51.1,-1.2
51.1,-1.04
51.1,-0.88
51.1,-0.72
51.1,-0.56
51.1,-0.4
51.1,-0.24
51.1,-0.08
51.1,0.08
51.1,0.24
51.1,0.4
51.1,0.56
51.1,0.72
51.1,0.88
51.26,-2.8
51.26,-2.64
51.26,-2.48
51.26,-2.32
51.26,-2.16
51.26,-2.0
51.26,-1.84
51.26,-1.68
51.26,-1.52
51.26,-1.36
51.26,-1.2
51.26,-1.04
51.26,-0.88
51.26,-0.72
51.26,-0.56
51.26,-0.4
51.26,-0.24
51.26,-0.08
51.26,0.08
51.26,0.24
51.26,0.4
51.26,0.56
51.26,0.72
51.26,0.88
51.26,1.04
51.26,1.2
51.42,-2.64
51.42,-2.48
51.42,-2.32
51.42,-2.16
51.42,-2.0
51.42,-1.84
51.42,-1.68
51.42,-1.52
51.42,-1.36
51.42,-1.2
51.42,-1.04
51.42,-0.88
51.42,-0.72
51.42,-0.56
51.42,-0.4
51.42,-0.24
51.42,-0.08
51.42,0.08
51.42,0.24
51.58,-3.6
51.58,-3.44
51.58,-3.28
51.58,-2.48
51.58,-2.32
51.58,-2.16
51.58,-2.0
51.58,-1.84
51.58,-1.68
51.58,-1.52
51.58,-1.36
51.58,-1.2
51.58,-1.04
51.58,-0.88
51.58,-0.72
51.58,-0.56
51.58,-0.4
51.58,-0.24
51.58,-0.08
51.58,0.08
51.58,0.24
